번호,시간,회사명,종목코드,공시제목,제출인
381,2017-12-21 10:36,동성화인텍,33500,[정정]횡령ㆍ배임 혐의 진행사항,동성화인텍
380,2017-12-20 17:49,동성화인텍,33500,횡령ㆍ배임 혐의 진행사항[정],동성화인텍
379,2017-12-20 13:12,휴젤,145020,대표집행임원 변경,휴젤
378,2017-12-19 18:04,스킨앤스킨,159910,소송등의판결ㆍ결정,스킨앤스킨
377,2017-12-19 14:36,빅솔론,93190,대표이사변경,빅솔론
376,2017-12-18 16:18,대호특수강,21040,대표이사변경,대호특수강
375,2017-12-15 16:03,삼표시멘트,38500,대표이사변경,삼표시멘트
374,2017-12-14 16:23,레이젠,47440,소송등의판결ㆍ결정,디케이씨
373,2017-12-13 09:44,클래시스,214150,대표이사변경,클래시스
372,2017-12-12 16:37,수성이노베이션,84180,소송 등의 제기ㆍ신청(경영권 분쟁 소송),수성이노베이션
371,2017-12-11 12:26,미래생명자원,218150,대표이사변경,미래생명자원
370,2017-12-08 18:52,이엠앤아이,83470,파산신청,이엠앤아이
369,2017-12-08 17:25,라이트론,69540,대표이사변경,라이트론
368,2017-12-08 15:17,협진,138360,대표이사변경,협진
367,2017-12-08 11:30,얍엑스,60230,대표이사변경,얍엑스
366,2017-12-07 19:48,코세스,89890,소송등의제기ㆍ신청(일정금액 이상의 청구),코세스
365,2017-12-07 14:00,코세스,89890,소송등의판결ㆍ결정(일정금액 이상의 청구),코세스
364,2017-12-06 17:23,폴라리스우노,114630,소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
363,2017-12-06 17:22,HB테크놀러지,78150,[정정]횡령ㆍ배임사실확인,에이치비테크놀러지
362,2017-12-06 16:08,HB테크놀러지,78150,횡령ㆍ배임사실확인[정],에이치비테크놀러지
361,2017-12-06 14:30,코디,80530,대표이사변경,코디
360,2017-12-05 17:53,솔루에타,154040,횡령ㆍ배임혐의발생,솔루에타
359,2017-12-05 17:18,에스엘바이오닉스,214310,소송 등의 제기ㆍ신청(경영권 분쟁 소송),에스엘바이오닉스
358,2017-12-04 10:51,로보로보,215100,대표이사변경,로보로보
357,2017-11-29 16:43,참존글로벌,158310,대표이사변경,참존글로벌
356,2017-11-27 17:17,한양디지텍,78350,소송등의제기ㆍ신청(자율공시:일정금액미만의청구),한양디지텍
355,2017-11-27 16:51,수성이노베이션,84180,소송 등의 제기ㆍ신청(경영권 분쟁 소송),수성이노베이션
354,2017-11-24 11:34,가온미디어,78890,소송등의판결ㆍ결정,가온미디어
353,2017-11-21 17:29,에스마크,30270,대표이사변경,에스마크
352,2017-11-20 17:03,코디,80530,소송등의판결ㆍ결정(일정금액 이상의 청구),코디
351,2017-11-20 16:56,코디,80530,소송등의판결ㆍ결정(일정금액 이상의 청구),코디
350,2017-11-20 07:03,에스엠코어,7820,[정정]소송등의제기ㆍ신청(일정금액 이상의 청구),에스엠코어
349,2017-11-17 17:37,에스에프씨,112240,파산신청,에스에프씨
348,2017-11-15 15:56,휴젤,145020,대표집행임원 변경,휴젤
347,2017-11-14 17:28,레이젠,47440,파산신청,디케이씨
346,2017-11-13 17:54,레이젠,47440,소송 등의 제기ㆍ신청(경영권 분쟁 소송),디케이씨
345,2017-11-13 16:29,텔콘RF제약,200230,대표이사변경,텔콘알에프제약
344,2017-11-10 17:47,이노인스트루먼트,215790,대표이사변경,이노인스트루먼트
343,2017-11-10 17:37,대한그린파워,60900,대표이사변경,대한그린파워
342,2017-11-09 17:52,스킨앤스킨,159910,소송 등의 제기ㆍ신청(경영권 분쟁 소송),스킨앤스킨
341,2017-11-09 16:36,행남사,8800,소송등의판결ㆍ결정,행남사
340,2017-11-09 16:36,행남사,8800,소송등의판결ㆍ결정,행남사
339,2017-11-08 16:27,경남제약,53950,소송등의판결ㆍ결정,경남제약
338,2017-11-08 16:26,행남사,8800,소송등의판결ㆍ결정,행남사
337,2017-11-08 14:05,비덴트,121800,대표이사변경,비덴트
336,2017-11-06 14:48,아이엠텍,226350,소송등의판결ㆍ결정,아이엠텍
335,2017-11-03 17:25,경남제약,53950,소송 등의 제기ㆍ신청(경영권 분쟁 소송),경남제약
334,2017-11-03 15:46,행남사,8800,파산신청 기각,행남사
333,2017-11-01 16:42,행남사,8800,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송),행남사
332,2017-11-01 16:42,행남사,8800,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송),행남사
331,2017-11-01 14:31,동방선기,99410,소송등의제기ㆍ신청(일정금액 이상의 청구),동방선기
330,2017-11-01 07:17,코디,80530,소송등의제기ㆍ신청(일정금액 이상의 청구),코디
329,2017-10-30 14:43,행남사,8800,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송),행남사
328,2017-10-25 18:21,행남사,8800,소송 등의 제기ㆍ신청(경영권 분쟁 소송)[정],행남사
327,2017-10-25 18:21,행남사,8800,소송 등의 제기ㆍ신청(경영권 분쟁 소송)[정],행남사
326,2017-10-25 18:21,행남사,8800,소송 등의 제기ㆍ신청(경영권 분쟁 소송)[정],행남사
325,2017-10-24 14:08,메디아나,41920,대표이사변경,메디아나
324,2017-10-20 11:46,에이티세미콘,89530,[정정]벌금등의부과[정],에이티세미콘
323,2017-10-19 16:11,디에스케이,109740,소송등의판결ㆍ결정,디에스케이
322,2017-10-18 17:55,가온미디어,78890,소송등의제기(전환사채권 전환금지가처분),가온미디어
321,2017-10-18 17:37,카카오M,16170,대표이사변경,카카오엠
320,2017-10-18 16:21,인콘,83640,대표이사변경,인콘
319,2017-10-13 15:39,한양디지텍,78350,대표이사변경,한양디지텍
318,2017-10-11 16:40,수성이노베이션,84180,대표이사변경,수성이노베이션
317,2017-10-10 16:53,디에스케이,109740,소송등의판결ㆍ결정,디에스케이
316,2017-10-10 16:53,디에스케이,109740,소송등의판결ㆍ결정,디에스케이
315,2017-10-10 16:50,나무가,190510,소송등의판결ㆍ결정(일정금액 이상의 청구),나무가
314,2017-10-10 16:21,수성이노베이션,84180,소송 등의 제기ㆍ신청(경영권 분쟁 소송),수성이노베이션
313,2017-09-29 17:04,텔콘RF제약,200230,대표이사변경,텔콘알에프제약
312,2017-09-29 16:53,쎄노텍,222420,대표이사변경,쎄노텍
311,2017-09-28 16:45,휴마시스,205470,대표이사변경,휴마시스
310,2017-09-28 15:01,WI,73570,대표이사변경,더블유아이
309,2017-09-25 18:00,코디,80530,소송등의제기ㆍ신청(자율공시:일정금액미만의청구),코디
308,2017-09-22 13:52,데코앤이,17680,대표이사변경,데코앤이
307,2017-09-21 13:45,켐트로스,220260,대표이사변경,켐트로스
306,2017-09-20 17:21,디에스케이,109740,소송 등의 제기ㆍ신청(경영권 분쟁 소송),디에스케이
305,2017-09-19 16:11,가온미디어,78890,소송등의판결ㆍ결정,가온미디어
304,2017-09-19 15:06,레이젠,47440,파산신청 기각,디케이씨
303,2017-09-19 13:24,에이티세미콘,89530,[정정]벌금등의부과[정],에이티세미콘
302,2017-09-14 18:24,행남사,8800,파산신청,행남사
301,2017-09-14 17:56,에이아이비트,39230,소송등의제기ㆍ신청(일정금액 이상의 청구),에이아이비트
300,2017-09-14 17:47,에이아이비트,39230,소송등의판결ㆍ결정(일정금액 이상의 청구),에이아이비트
299,2017-09-14 17:32,에이아이비트,39230,소송등의제기ㆍ신청(일정금액 이상의 청구),에이아이비트
298,2017-09-14 07:11,에이아이비트,39230,소송등의판결ㆍ결정(일정금액 이상의 청구),에이아이비트
297,2017-09-13 17:06,에이아이비트,39230,[정정]대표이사변경,에이아이비트
296,2017-09-12 17:28,에이아이비트,39230,대표이사변경[정],에이아이비트
295,2017-09-12 16:17,코디,80530,대표이사변경,코디
294,2017-09-08 18:01,스킨앤스킨,159910,[정정]소송등의판결ㆍ결정,스킨앤스킨
293,2017-09-07 17:48,마이크로프랜드,147760,소송 등의 제기ㆍ신청(경영권 분쟁 소송),마이크로프랜드
292,2017-09-07 17:08,디에스케이,109740,소송등의판결ㆍ결정,디에스케이
291,2017-09-07 15:02,세화피앤씨,252500,대표이사변경,세화피앤씨
290,2017-09-06 17:33,스킨앤스킨,159910,[정정]소송등의판결ㆍ결정[정],스킨앤스킨
289,2017-09-06 11:16,엔에스브이,95300,회생절차개시신청,엔에스브이
288,2017-09-05 14:23,바이오빌,65940,대표이사변경,바이오빌
287,2017-09-04 17:57,아이엠텍,226350,소송등의판결ㆍ결정,아이엠텍
286,2017-09-04 12:09,행남사,8800,대표이사변경,행남사
285,2017-09-01 16:41,젬백스,82270,대표이사변경,젬백스&카엘
284,2017-08-31 17:03,아이엠텍,226350,소송등의제기,아이엠텍
283,2017-08-31 11:02,코아스템,166480,대표이사변경,코아스템
282,2017-08-30 17:40,ITX-AI,99520,소송등의제기ㆍ신청(일정금액 이상의 청구),아이티엑스에이아이
281,2017-08-29 18:05,스킨앤스킨,159910,소송등의판결ㆍ결정[정],스킨앤스킨
280,2017-08-29 15:54,폴라리스우노,114630,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
279,2017-08-25 07:09,디에스케이,109740,소송 등의 제기ㆍ신청(경영권 분쟁 소송),디에스케이
278,2017-08-24 16:34,디에스케이,109740,소송등의제기(사채권행사금지가처분),디에스케이
277,2017-08-23 15:37,에스씨디,42110,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),에스씨디
276,2017-08-22 16:51,마이크로프랜드,147760,소송등의판결ㆍ결정,마이크로프랜드
275,2017-08-22 15:32,RFHIC,218410,대표이사변경,알에프에이치아이씨
274,2017-08-21 17:38,동성화인텍,33500,[정정]횡령ㆍ배임혐의발생,동성화인텍
273,2017-08-21 16:48,화진,134780,대표이사변경,에스엠화진
272,2017-08-21 16:17,레이젠,47440,파산신청,디케이씨
271,2017-08-17 16:02,폴라리스우노,114630,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
270,2017-08-16 11:20,아이엠텍,226350,소송등의판결ㆍ결정,아이엠텍
269,2017-08-14 17:42,동성화인텍,33500,횡령ㆍ배임혐의발생[정],동성화인텍
268,2017-08-14 16:20,디에스케이,109740,소송등의제기(사채권행사금지가처분),디에스케이
267,2017-08-10 16:02,보광산업,225530,대표이사변경,보광산업
266,2017-08-09 14:35,에스엘바이오닉스,214310,소송등의판결ㆍ결정,에스엘바이오닉스
265,2017-08-08 18:14,지디,155960,대표이사변경,지디
264,2017-08-08 07:05,지디,155960,소송등의판결ㆍ결정,지디
263,2017-08-08 07:05,지디,155960,소송등의판결ㆍ결정,지디
262,2017-08-07 17:06,WI,73570,대표이사변경,더블유아이
261,2017-08-04 15:52,에이아이비트,39230,[정정]대표이사변경,에이아이비트
260,2017-08-04 15:26,에이아이비트,39230,[정정]대표이사변경[정],에이아이비트
259,2017-08-03 17:58,에이아이비트,39230,대표이사변경[정],에이아이비트
258,2017-08-03 17:36,가온미디어,78890,소송등의제기(전환사채권 전환금지가처분),가온미디어
257,2017-08-02 17:30,코디,80530,대표이사변경,코디
256,2017-08-02 13:14,에너토크,19990,소송등의판결ㆍ결정,에너토크
255,2017-08-01 16:46,THQ,192410,대표이사변경,더에이치큐
254,2017-07-31 16:43,아이엠텍,226350,소송 등의 제기ㆍ신청(경영권 분쟁 소송),아이엠텍
253,2017-07-26 18:01,지디,155960,소송 등의 제기ㆍ신청(경영권 분쟁 소송),지디
252,2017-07-25 17:52,지디,155960,소송 등의 제기ㆍ신청(경영권 분쟁 소송),지디
251,2017-07-24 16:05,시너지이노베이션,48870,대표이사변경,시너지이노베이션
250,2017-07-21 14:40,에이팸,73070,대표이사변경,에이팸
249,2017-07-20 17:41,스킨앤스킨,159910,소송 등의 제기ㆍ신청(경영권 분쟁 소송),스킨앤스킨
248,2017-07-20 15:11,에이비프로바이오,195990,대표이사변경,에이비프로바이오
247,2017-07-18 15:04,팜스토리,27710,[정정]대표이사변경,팜스토리
246,2017-07-17 17:10,팜스토리,27710,대표이사변경[정],팜스토리
245,2017-07-14 16:48,휴젤,145020,대표집행임원 변경,휴젤
244,2017-07-14 16:05,국일신동,60480,대표이사변경,국일신동
243,2017-07-13 14:43,대한뉴팜,54670,벌금등의부과,대한뉴팜
242,2017-07-10 17:22,스킨앤스킨,159910,소송 등의 제기ㆍ신청(경영권 분쟁 소송),스킨앤스킨
241,2017-07-10 16:55,썬코어,51170,소송등의판결ㆍ결정(일정금액 이상의 청구),썬코어
240,2017-07-10 15:42,폴라리스우노,114630,소송등의판결ㆍ결정,폴라리스우노
239,2017-07-10 12:58,디엠티,134580,대표이사변경,디엠티
238,2017-07-04 16:14,코아시아옵틱스,196450,대표이사변경,코아시아옵틱스
237,2017-07-03 15:04,썬코어,51170,대출원리금 연체사실 발생,썬코어
236,2017-06-30 17:21,행남사,8800,대표이사변경,행남사
235,2017-06-30 16:02,제이티,89790,대표이사변경,제이티
234,2017-06-29 16:02,나노,187790,소송등의판결ㆍ결정,나노
233,2017-06-29 16:00,에스에프씨,112240,[정정]대표이사변경,에스에프씨
232,2017-06-29 16:00,에스티팜,237690,대표이사변경,에스티팜
231,2017-06-29 11:36,텔콘RF제약,200230,[정정]대표이사변경,텔콘알에프제약
230,2017-06-28 16:37,아이엠텍,226350,소송등의제기,아이엠텍
229,2017-06-28 16:09,에스에프씨,112240,대표이사변경[정],에스에프씨
228,2017-06-27 15:41,텔콘RF제약,200230,대표이사변경[정],텔콘알에프제약
227,2017-06-27 14:56,썬텍,122800,소송등의판결ㆍ결정(임시주총소집허가),썬테크놀로지스
226,2017-06-26 17:15,삼표시멘트,38500,대표이사변경,삼표시멘트
225,2017-06-26 17:15,삼표시멘트,38500,소송등의판결ㆍ결정(일정금액 이상의 청구),삼표시멘트
224,2017-06-23 17:50,엔에스브이,95300,소송등의제기ㆍ신청(일정금액 이상의 청구),엔에스브이
223,2017-06-23 16:07,폴라리스우노,114630,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송)[정],폴라리스우노
222,2017-06-23 15:59,엔에스브이,95300,대표이사변경,엔에스브이
221,2017-06-23 15:41,수성이노베이션,84180,대표이사변경,수성이노베이션
220,2017-06-23 15:41,폴라리스우노,114630,소송 등의 제기ㆍ신청(경영권 분쟁 소송)[정],폴라리스우노
219,2017-06-21 16:37,폴라리스우노,114630,소송 등의 제기ㆍ신청(경영권 분쟁 소송)[정],폴라리스우노
218,2017-06-19 18:01,우리기술,32820,횡령ㆍ배임사실확인,우리기술
217,2017-06-15 18:01,스킨앤스킨,159910,소송등의판결ㆍ결정,스킨앤스킨
216,2017-06-15 15:53,수성이노베이션,84180,대표이사변경,수성이노베이션
215,2017-06-14 16:52,엘엠에스,73110,대표이사변경,엘엠에스
214,2017-06-13 17:03,에이치엘비,28300,대표이사변경,에이치엘비
213,2017-06-13 16:41,마이크로프랜드,147760,소송 등의 제기ㆍ신청(경영권 분쟁 소송),마이크로프랜드
212,2017-06-09 17:41,썬텍,122800,소송등의판결ㆍ결정(이사회효력정지가처분),썬테크놀로지스
211,2017-06-09 14:47,한국컴퓨터,54040,대표이사변경,한국컴퓨터
210,2017-06-07 15:32,썬텍,122800,소송 등의 제기ㆍ신청(경영권 분쟁 소송)(임시주총소집허가),썬테크놀로지스
209,2017-06-07 14:57,엔에스브이,95300,대표이사변경,엔에스브이
208,2017-06-05 18:00,코세스,89890,소송등의판결ㆍ결정(일정금액 이상의 청구),코세스
207,2017-06-02 17:45,나노,187790,소송 등의 제기ㆍ신청(경영권 분쟁 소송),나노
206,2017-06-02 17:33,와이엠티,251370,소송등의판결ㆍ결정(일정금액 이상의 청구),와이엠티
205,2017-06-01 10:08,이녹스,88390,대표이사변경,이녹스
204,2017-05-29 18:05,아이엠텍,226350,소송등의판결ㆍ결정,아이엠텍
203,2017-05-29 17:33,아이엠텍,226350,소송등의제기,아이엠텍
202,2017-05-26 19:58,엘엠에스,73110,횡령ㆍ배임혐의발생,엘엠에스
201,2017-05-26 18:57,트레이스,52290,소송등의판결ㆍ결정(일정금액 이상의 청구),트레이스
200,2017-05-26 18:47,트레이스,52290,소송등의제기ㆍ신청(일정금액 이상의 청구),트레이스
199,2017-05-25 17:21,녹원씨엔아이,65560,대표이사변경,녹원씨엔아이
198,2017-05-25 17:07,한국테크놀로지,53590,대표이사변경,한국테크놀로지
197,2017-05-23 17:18,썬코어,51170,소송등의판결ㆍ결정(일정금액 이상의 청구)(부동산 가압류),썬코어
196,2017-05-19 17:31,코디,80530,소송등의판결ㆍ결정(일정금액 이상의 청구),코디
195,2017-05-17 16:27,파트론,91700,대표이사변경,파트론
194,2017-05-17 16:25,디에스티,33430,대표이사변경,디에스티
193,2017-05-17 14:40,중앙디앤엠,51980,대표이사변경,중앙디앤엠
192,2017-05-16 16:35,썬텍,122800,소송등의판결ㆍ결정(회계장부 열람 및 등사 가처분),썬테크놀로지스
191,2017-05-15 17:52,이브이첨단소재,131400,대표이사변경,이브이첨단소재
190,2017-05-15 17:35,에너토크,19990,소송 등의 제기ㆍ신청(경영권 분쟁 소송),에너토크
189,2017-05-12 17:26,폴라리스우노,114630,소송등의판결ㆍ결정,폴라리스우노
188,2017-05-10 17:45,에스에프씨,112240,대표이사변경,에스에프씨
187,2017-05-10 16:33,테라젠이텍스,66700,[정정]대표이사변경,테라젠이텍스
186,2017-05-10 13:36,텔레필드,91440,소송등의제기ㆍ신청(일정금액 이상의 청구),텔레필드
185,2017-05-08 17:15,테라젠이텍스,66700,대표이사변경[정],테라젠이텍스
184,2017-05-08 16:59,폴라리스우노,114630,소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
183,2017-05-08 15:04,수성이노베이션,84180,대표이사변경,수성이노베이션
182,2017-05-02 15:48,썬텍,122800,소송 등의 제기ㆍ신청(경영권 분쟁 소송)(직무집행정지가처분),썬테크놀로지스
181,2017-05-02 14:22,고려시멘트,198440,대표이사변경,고려시멘트
180,2017-05-02 10:41,매일홀딩스,5990,대표이사변경,매일홀딩스
179,2017-05-02 07:07,레이젠,47440,파산신청 기각,디케이씨
178,2017-04-28 07:03,레이젠,47440,파산신청 기각,디케이씨
177,2017-04-26 18:05,삼표시멘트,38500,소송등의제기ㆍ신청(일정금액 이상의 청구),삼표시멘트
176,2017-04-26 16:19,폴라리스우노,114630,소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
175,2017-04-26 14:04,차바이오텍,85660,대표이사변경,차바이오텍
174,2017-04-25 16:07,에이비프로바이오,195990,소송등의판결ㆍ결정,에이비프로바이오
173,2017-04-25 15:22,이노인스트루먼트,215790,대표이사변경,이노인스트루먼트
172,2017-04-24 07:10,비츠로셀,82920,재해발생,비츠로셀
171,2017-04-21 16:15,행남사,8800,대표이사변경,행남사
170,2017-04-21 15:45,이엠앤아이,83470,대표이사변경,이엠앤아이
169,2017-04-21 07:07,에이비프로바이오,195990,소송 등의 제기ㆍ신청(경영권 분쟁 소송),에이비프로바이오
168,2017-04-20 17:24,스카이문스테크놀로지,33790,대표이사변경,스카이문스테크놀로지
167,2017-04-19 13:23,셀바스헬스케어,208370,대표이사변경,셀바스헬스케어
166,2017-04-17 17:23,썬텍,122800,소송등의판결ㆍ결정(주주명부 열람 등사 가처분신청),썬테크놀로지스
165,2017-04-10 17:37,WI,73570,대표이사변경,더블유아이
164,2017-04-06 17:10,에너토크,19990,소송 등의 제기ㆍ신청(경영권 분쟁 소송),에너토크
163,2017-04-06 15:06,엘앤케이바이오,156100,대표이사변경,엘앤케이바이오메드
162,2017-04-04 16:32,에너토크,19990,대표이사변경,에너토크
161,2017-04-03 17:29,라이트론,69540,대표이사변경,라이트론
160,2017-04-03 17:10,우리손에프앤지,73560,대표이사변경,우리손에프앤지 농업회사법인
159,2017-04-03 16:26,휴젤,145020,대표이사변경,휴젤
158,2017-03-31 18:13,스틸플라워,87220,대표이사변경,스틸플라워
157,2017-03-31 16:36,아이에이,38880,대표이사변경,아이에이
156,2017-03-31 14:51,코스메카코리아,241710,대표이사변경,코스메카코리아
155,2017-03-31 14:25,기가레인,49080,대표이사변경,기가레인
154,2017-03-31 13:56,피제이메탈,128660,대표이사변경,피제이메탈
153,2017-03-31 11:44,위노바,39790,대표이사변경,위노바
152,2017-03-30 18:18,라이온켐텍,171120,대표이사변경,라이온켐텍
151,2017-03-30 16:21,아스타,246720,대표이사변경,아스타
150,2017-03-30 16:00,신양오라컴,86830,대표집행임원 변경,신양오라컴디스플레이
149,2017-03-30 15:22,엔브이에이치코리아,67570,대표이사변경,엔브이에이치코리아
148,2017-03-30 14:19,아리온,58220,대표이사변경,아리온테크놀로지
147,2017-03-30 14:13,디지탈옵틱,106520,대표이사변경,디지탈옵틱
146,2017-03-30 13:58,티씨케이,64760,대표이사변경,티씨케이
145,2017-03-30 11:58,썬텍,122800,소송등의제기(이사회 효력정지 가처분),썬테크놀로지스
144,2017-03-29 17:32,미코,59090,대표이사변경,미코
143,2017-03-29 17:13,서전기전,189860,대표이사변경,서전기전
142,2017-03-29 16:44,하나마이크론,67310,대표이사변경,하나마이크론
141,2017-03-29 15:12,모베이스,101330,대표이사변경,모베이스
140,2017-03-29 15:11,대양제지,6580,대표이사변경,대양제지공업
139,2017-03-28 17:54,PI첨단소재,178920,[정정]대표이사변경,피아이첨단소재
138,2017-03-28 16:51,디오,39840,대표이사변경,디오
137,2017-03-28 15:25,와이아이케이,232140,대표이사변경,와이아이케이
136,2017-03-28 15:21,한국큐빅,21650,대표이사변경,한국큐빅
135,2017-03-28 15:09,엔에스브이,95300,대표이사변경,엔에스브이
134,2017-03-28 13:48,솔루에타,154040,대표이사변경,솔루에타
133,2017-03-28 13:35,HRS,36640,대표이사변경,에이치알에스
132,2017-03-28 09:36,수성이노베이션,84180,[정정]대표이사변경,수성이노베이션
131,2017-03-27 16:38,코데즈컴바인,47770,대표이사변경,코데즈컴바인
130,2017-03-27 16:08,동양이엔피,79960,대표이사변경,동양이엔피
129,2017-03-27 15:04,수성이노베이션,84180,대표이사변경[정],수성이노베이션
128,2017-03-27 15:03,에이치엘비파워,43220,대표이사변경,에이치엘비파워
127,2017-03-27 12:34,비덴트,121800,[정정]대표이사변경,비덴트
126,2017-03-27 12:15,비덴트,121800,대표이사변경[정],비덴트
125,2017-03-24 17:43,한국아트라스비엑스,23890,대표이사변경,한국아트라스비엑스
124,2017-03-24 17:41,동우팜투테이블,88910,대표이사변경,동우팜투테이블
123,2017-03-24 17:04,덕산하이메탈,77360,대표이사변경(자회사의 주요경영사항),덕산하이메탈
122,2017-03-24 17:01,덕산네오룩스,213420,대표이사변경,덕산네오룩스
121,2017-03-24 16:45,원익홀딩스,30530,대표이사변경(자회사의 주요경영사항),원익홀딩스
120,2017-03-24 16:40,원익IPS,240810,대표이사변경,원익아이피에스
119,2017-03-24 16:20,PI첨단소재,178920,대표이사변경[정],피아이첨단소재
118,2017-03-24 16:17,켐트로스,220260,대표이사변경,켐트로스
117,2017-03-24 16:01,강스템바이오텍,217730,대표이사변경,강스템바이오텍
116,2017-03-24 15:49,원익머트리얼즈,104830,대표이사변경,원익머트리얼즈
115,2017-03-24 15:41,삼보판지,23600,대표이사변경,삼보판지
114,2017-03-24 15:35,이수앱지스,86890,대표이사변경,이수앱지스
113,2017-03-24 15:31,삼지전자,37460,대표이사변경,삼지전자
112,2017-03-24 15:18,경동제약,11040,대표이사변경,경동제약
111,2017-03-24 14:48,아이엠텍,226350,대표이사변경,아이엠텍
110,2017-03-24 14:43,대동스틸,48470,대표이사변경,대동스틸
109,2017-03-24 14:43,아비코전자,36010,대표이사변경,아비코전자
108,2017-03-24 14:24,성호전자,43260,대표이사변경,성호전자
107,2017-03-24 14:18,동양에스텍,60380,대표이사변경,동양에스텍
106,2017-03-24 14:18,한창산업,79170,대표이사변경,한창산업
105,2017-03-24 14:13,ISC,95340,대표이사변경,아이에스시
104,2017-03-24 13:13,포메탈,119500,대표이사변경,포메탈
103,2017-03-24 12:22,대성파인텍,104040,대표이사변경,대성파인텍
102,2017-03-24 11:30,나노엔텍,39860,대표이사변경,나노엔텍
101,2017-03-23 16:04,모베이스전자,12860,대표이사변경,모베이스전자
100,2017-03-23 14:16,디에스티,33430,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,디에스티
99,2017-03-22 17:32,동성화인텍,33500,대표이사변경,동성화인텍
98,2017-03-22 16:50,케이에스피,73010,소송등의제기ㆍ신청(일정금액 이상의 청구),케이에스피
97,2017-03-22 16:40,케이에스피,73010,횡령ㆍ배임혐의발생,케이에스피
96,2017-03-22 15:01,인트로메딕,150840,대표이사변경,인트로메딕
95,2017-03-21 15:48,에너토크,19990,소송등의판결ㆍ결정,에너토크
94,2017-03-21 14:19,휴온스글로벌,84110,[정정]대표이사변경,휴온스글로벌
93,2017-03-20 16:18,케이프,64820,대표이사변경,케이프
92,2017-03-17 17:56,녹십자셀,31390,대표이사변경,녹십자셀
91,2017-03-17 17:52,인지디스플레,37330,대표이사변경,인지디스플레이
90,2017-03-17 16:49,LX세미콘,108320,[정정]대표이사변경,엘엑스세미콘
89,2017-03-17 16:38,동국제약,86450,대표이사변경,동국제약
88,2017-03-17 16:33,위노바,39790,횡령ㆍ배임혐의발생,위노바
87,2017-03-17 16:29,에이팸,73070,대표이사변경,에이팸
86,2017-03-17 16:26,휴온스글로벌,84110,대표이사변경(자회사의 주요경영사항),휴온스글로벌
85,2017-03-17 16:26,휴온스글로벌,84110,대표이사변경[정],휴온스글로벌
84,2017-03-17 16:20,휴온스,243070,대표이사변경,휴온스
83,2017-03-17 16:01,휴메딕스,200670,대표이사변경,휴메딕스
82,2017-03-17 15:50,대동기어,8830,대표이사변경,대동기어
81,2017-03-17 15:34,JW신약,67290,대표이사변경,제이더블유신약
80,2017-03-17 14:10,대한광통신,10170,대표이사변경,대한광통신
79,2017-03-16 17:39,신양오라컴,86830,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,신양오라컴디스플레이
78,2017-03-16 16:49,코세스,89890,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,코세스
77,2017-03-16 14:15,위노바,39790,대표이사변경,위노바
76,2017-03-15 17:07,엔에스브이,95300,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,엔에스브이
75,2017-03-15 16:37,비덴트,121800,대표이사변경,비덴트
74,2017-03-15 16:04,한국정밀기계,101680,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,한국정밀기계
73,2017-03-13 17:40,썬텍,122800,소송 등의 제기ㆍ신청(경영권 분쟁 소송),썬테크놀로지스
72,2017-03-10 17:02,오스템임플란트,48260,대표이사변경,오스템임플란트
71,2017-03-09 17:26,오리엔탈정공,14940,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,오리엔탈정공
70,2017-03-09 16:48,이녹스,88390,대표이사변경,이녹스
69,2017-03-09 16:35,빅솔론,93190,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),빅솔론
68,2017-03-08 16:15,폴라리스우노,114630,소송등의판결ㆍ결정,폴라리스우노
67,2017-03-08 10:31,WI,73570,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),더블유아이
66,2017-03-07 17:01,이엠네트웍스,87730,대표이사변경,이엠네트웍스
65,2017-03-07 15:38,폴라리스우노,114630,[정정]소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
64,2017-03-06 10:30,홈캐스트,64240,대표이사변경,홈캐스트
63,2017-03-03 17:55,에너토크,19990,대표이사변경,에너토크
62,2017-03-03 07:00,썬텍,122800,소송등의제기,썬테크놀로지스
61,2017-03-02 18:04,폴라리스우노,114630,소송 등의 제기ㆍ신청(경영권 분쟁 소송),폴라리스우노
60,2017-03-02 15:41,에스텍,69510,대표이사변경,에스텍
59,2017-03-02 13:59,리드,197210,소송등의판결ㆍ결정,리드
