회사명,거래소코드,회계년도,소속코드,감사의견코드,정기공시제목,수시공시제목,폐지사유요약,공시발생일,부도
(주)하이콤정보통신,48540.0,2003/12,4.0,UQ,0,상장폐지,액면가액일정비율미만(취소사유발생일 : 2004년 8월 3일),2004-08-04 17:41,1.0
(주)한국테크놀로지,53590.0,2014/12,5.0,UQ,0,상장폐지(1우선주),종류주식 상장주식수 미달(5만주 미만) 2반기 계속,2015-06-30 18:25,1.0
(주)한도하이테크,60660.0,2007/12,4.0,DS,0,상장폐지,감사의견거절(감사범위제한),2008-04-22 19:11,0.0
(주)한빛네트,36720.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 23일),2004-03-24 19:00,0.0
(주)한신코퍼레이션,37120.0,2003/06,4.0,UQ,0,상장폐지,감사의견 거절(취소사유발생일 : 2004년 9월 30일),2004-10-11 18:22,1.0
(주)한아시스템,36020.0,2004/12,4.0,AG,0,상장폐지,감사의견 부적정(상장폐지사유 발생일 : 2005년 03월 21일),2005-03-22 09:55,0.0
(주)한와이어리스,37020.0,2010/12,4.0,DU,0,상장폐지,사업보고서 법정제출기한 익일부터 10일이내 미제출,2011-04-12 09:28,0.0
(주)한진피앤씨,61460.0,2016/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지(피흡수합병),피흡수합병,2017-09-26 15:40,1.0
(주)한텔,41940.0,2007/12,4.0,DU,0,상장폐지,2연속 자본잠식률 50% 이상,2008-04-01 14:07,0.0
(주)해피드림,65180.0,2014/12,4.0,QG,0,[정정]상장폐지,,2015-04-21 12:06,1.0
(주)해피드림,65180.0,2014/12,4.0,QG,0,상장폐지,감사범위제한 및 회계처리기준 위반으로 인한 한정의견,2015-04-20 18:50,1.0
(주)행남사,8800.0,2019/12,4.0,DS,회생계획 인가,[정정]상장폐지,2020-12-31,2020-12-31 15:45,0.0
(주)행남사,8800.0,2019/12,4.0,DS,회생계획 인가,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-12-29 19:58,0.0
(주)행남사,8800.0,2019/12,4.0,DS,[정정]회생절차개시결정,[정정]상장폐지,2020-12-31,2020-12-31 15:45,0.0
(주)행남사,8800.0,2019/12,4.0,DS,[정정]회생절차개시결정,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-12-29 19:58,0.0
(주)행남사,8800.0,2019/12,4.0,DS,회생절차개시결정[정],[정정]상장폐지,2020-12-31,2020-12-31 15:45,0.0
(주)행남사,8800.0,2019/12,4.0,DS,회생절차개시결정[정],상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-12-29 19:58,0.0
(주)행남사,8800.0,2019/12,4.0,DS,회생절차개시신청,[정정]상장폐지,2020-12-31,2020-12-31 15:45,0.0
(주)행남사,8800.0,2019/12,4.0,DS,회생절차개시신청,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-12-29 19:58,0.0
(주)행남사,8800.0,2019/12,4.0,DS,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,[정정]상장폐지,2020-12-31,2020-12-31 15:45,0.0
(주)행남사,8800.0,2019/12,4.0,DS,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-12-29 19:58,0.0
(주)행남사,8800.0,2019/12,4.0,DS,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],[정정]상장폐지,2020-12-31,2020-12-31 15:45,0.0
(주)행남사,8800.0,2019/12,4.0,DS,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2020-12-29 19:58,0.0
(주)헤쎄나,36270.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-06-04 18:01,1.0
(주)헤파호프코리아,39350.0,2010/12,4.0,UQ,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,2011-06-02 17:53,1.0
(주)호성,35870.0,2003/12,4.0,UQ,0,상장폐지,최종부도(취소사유발생일 : 2004년 5월 28일)  ,2004-05-31 18:48,1.0
(주)화림모드,45920.0,2002/12,4.0,UQ,0,상장폐지,최종부도 및 은행거래정지,2003-10-02 18:48,1.0
(주)화인썬트로닉스,38520.0,2002/12,4.0,NS,0,상장폐지,최종부도 및 은행거래정지,2003-02-24 13:19,1.0
(주)화진,134780.0,2019/12,4.0,DS,회생절차 종결결정,상장폐지,감사의견거절(감사범위제한),2020-06-19 18:25,0.0
(주)화진,134780.0,2019/12,4.0,DS,회생절차 종결신청,상장폐지,감사의견거절(감사범위제한),2020-06-19 18:25,0.0
(주)화진,134780.0,2019/12,4.0,DS,[정정]회생계획 인가,상장폐지,감사의견거절(감사범위제한),2020-06-19 18:25,0.0
(주)화진,134780.0,2019/12,4.0,DS,회생계획 인가[정],상장폐지,감사의견거절(감사범위제한),2020-06-19 18:25,0.0
(주)황금에스티,32560.0,2008/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2009-10-27 17:25,1.0
(주)휘튼,66480.0,2005/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유발생일 : 2006년 4월 10일),2006-04-11 17:32,0.0
(주)휴먼이노텍,13630.0,2001/12,4.0,NS,0,상장폐지승인,기타 등록취소,2002-03-21 18:38,1.0
(주)휴먼텍코리아,66060.0,2012/12,4.0,DU,0,상장폐지,자본전액잠식,2013-04-01 22:52,0.0
(주)희훈디앤지,19640.0,2008/12,4.0,QS,0,상장폐지,자본전액잠식,2009-04-13 11:44,0.0
(주)히스토스템,36840.0,2010/12,4.0,QU,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성등을 종합적으로 고려하여 상장폐지가  필요하다고 인정",2011-08-31 18:44,1.0
KCW(주),68060.0,2014/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 그 밖에 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2015-09-07 18:08,1.0
국제엘렉트릭코리아(주),53740.0,2014/03,4.0,UQ,0,상장폐지,상장폐지 신청('15.01.15),2015-01-28 18:03,1.0
글로본(주),19660.0,2012/03,5.0,UQ,0,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2013-06-20 19:46,1.0
글로웍스(주),34600.0,2010/09,4.0,UQ,0,상장폐지,자본잠식률 50%이상으로 관리종목 지정 후 반기 재무제표에 대한 감사의견 거절,2011-06-16 16:44,1.0
금강제강(주),105070.0,2011/12,4.0,UQ,부도발생,상장폐지,최종부도 발생,2012-08-01 18:16,0.0
나이스메탈(주),72530.0,2010/12,4.0,DU,0,상장폐지,감사의견거절(감사범위 제한 및 계속기업으로서의 존속능력에 대한 불확실성),2011-04-25 18:09,0.0
네스테크(주),37540.0,2010/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2011-11-15 18:31,1.0
네오세미테크(주),89240.0,2009/12,4.0,DS,회생절차개시신청,상장폐지,감사의견거절(감사범위 제한),2010-08-23 13:51,0.0
넥스콘테크놀러지(주),38990.0,2011/12,4.0,UQ,0,상장폐지,상장폐지신청('12.10.09),2012-10-19 18:21,1.0
다산,15150.0,2000/12,4.0,DU,0,상장폐지승인,기타 등록취소,2001-07-31 19:27,0.0
대선조선(주),31990.0,2010/12,4.0,UQ,0,상장폐지,자본전액잠식 등,2011-03-31 21:32,1.0
대아건설(주),380.0,2003/12,4.0,UQ,0,상장폐지,피흡수합병(합병기일 : '04.9.22),2004-10-19 18:10,1.0
대웅화학(주),16890.0,2008/03,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2009-04-15 11:26,1.0
대한광통신(주),10170.0,2013/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권행사기간 만료),코스닥시장상장규정 제44조의2,2014-01-15 17:33,1.0
대흥멀티미디어통신(주),37250.0,2003/12,4.0,QU,0,상장폐지,최종부도(취소사유발생일 : 2004년 4월 23일),2004-04-27 18:45,1.0
덴소풍성(주),47060.0,2003/03,4.0,UQ,0,상장폐지,거래실적부진(취소사유발생일 : 2004년 7월 30일),2004-08-03 17:32,1.0
동부씨엔아이(주),44640.0,2009/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2010-11-19 15:44,1.0
동양매직(주),23020.0,2010/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2011-09-07 17:48,1.0
동양시스템즈(주),30790.0,2009/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2010-10-28 18:28,1.0
동양텔레콤(주),7150.0,2011/12,4.0,DU,회생절차개시결정,상장폐지,2회 연속 자본잠식률 50%이상,2012-08-29 19:49,0.0
동양텔레콤(주),7150.0,2011/12,4.0,DU,회생절차개시신청,상장폐지,2회 연속 자본잠식률 50%이상,2012-08-29 19:49,0.0
드림라인(주),35430.0,2002/12,4.0,UQ,0,상장폐지,액면가액일정비율미달,2003-09-02 16:37,1.0
디브이에스코리아(주),46400.0,2013/12,4.0,DS,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견거절(감사범위제한),2014-08-20 19:01,0.0
디이시스(주),53200.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 22일)  ,2004-03-22 20:01,0.0
레이젠(주),47440.0,2017/12,4.0,DU,파산신청 기각,상장폐지,감사의견거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2018-09-27 08:39,0.0
리타워테크놀러지스(주),20860.0,2002/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : 2003년 3월 27일),2003-03-28 18:36,0.0
모빌링크텔레콤(주),41310.0,2008/12,4.0,DU,0,상장폐지,자본전액잠식,2009-04-13 13:32,0.0
미리넷(주),56710.0,2009/12,4.0,UQ,[정정]회생절차개시결정[정],신주인수권증권 상장폐지,"ㅇ 매매기간 : 2010.3.26 ~ 2010.4.5(7일간) ㅇ 정리매매기간중 매매거래방식   ㅇ 가격제한폭 없이 09:00~15:00까지 매30분 간격으로 단일      가격에 의한 개별경쟁매매 실시   ㅇ 매매거래 체결시 시간외매매 가능   ㅇ 관련규정 : 코스닥시장업무규정 제23조  * 변경상장 후 상장증권수 : 1,237,209",2010-03-23 16:39,1.0
미리넷(주),56710.0,2011/12,4.0,DU,회생절차개시신청,상장폐지,자본전액잠식,2012-03-30 22:41,0.0
미주제강(주),2670.0,2011/12,4.0,DU,회생절차개시신청,상장폐지,발행한 어음 또는 수표가 주거래은행에 의하여 최종부도로 결정되거나 거래은행에 의한 거래 정지,2012-04-03 19:09,0.0
부국철강(주),26940.0,2007/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2008-10-10 16:00,1.0
부산방직공업(주),25270.0,2015/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2016-08-12 16:00,1.0
브이케이(주),48760.0,2005/12,4.0,UQ,0,[정정]상장폐지,,2006-07-10 18:00,1.0
브이케이(주),48760.0,2005/12,4.0,UQ,0,상장폐지,최종부도,2006-07-07 16:34,1.0
비알엔사이언스(주),38710.0,2010/12,4.0,DU,회생절차개시신청,상장폐지,감사의견거절(계속기업으로서의 존속능력에 대한 불확실성),2011-04-25 18:02,0.0
산양전기(주),79870.0,2008/12,4.0,QU,0,상장폐지,자본전액잠식,2009-04-01 11:51,1.0
삼목강업(주),158380.0,2015/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2016-04-18 15:23,1.0
삼보모터스(주),53700.0,2014/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),신주인수권 행사기간 만료,2015-09-08 15:14,1.0
삼한콘트롤스(주),33070.0,2001/12,4.0,NS,0,상장폐지승인,최종부도 또는 당좌거래정지(1년),2002-03-19 19:25,1.0
삼호개발(주),10960.0,2004/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2005-05-11 16:18,1.0
삼화기연(주),33210.0,2003/12,4.0,DU,0,상장폐지(삼화기연(주)),감사의견거절(취소사유발생일 : 2004년 3월 15일),2004-03-16 20:02,0.0
상신브레이크(주),41650.0,2003/12,4.0,UQ,0,상장폐지,증권거래소 상장,2004-10-25 17:25,1.0
세림아이텍(주),33040.0,2001/12,4.0,QG,0,상장폐지,"신고,공시의무를 위반하여 투자유의종목으로 지정된 후 1년이내에 불성실공시법인으로 지정 및 최근 2년간 3회 이상 불성실공시법인으로 지정",2002-11-04 18:45,1.0
세림아이텍(주),33040.0,2001/12,4.0,QG,0,상장폐지승인,"신고,공시의무를 위반하여 투자유의종목으로 지정된 후",2002-10-28 19:15,1.0
세미텍(주),81220.0,2013/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2014-02-26 17:24,1.0
세원텔레콤(주),36910.0,2003/12,4.0,UQ,0,상장폐지,회사정리절차 개시신청,2004-05-12 19:13,1.0
세종공업(주),33530.0,2001/12,4.0,UQ,0,상장폐지,한국증권거래소 상장,2002-09-24 11:56,1.0
세종텔레콤(주),36630.0,2011/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2012-05-22 16:46,1.0
시큐리티코리아(주),66330.0,2007/12,4.0,DS,0,상장폐지,2연속 자본잠식률 50%이상 및 자기자본 10억원 미만,2008-04-01 13:30,0.0
신세계건설(주),34300.0,2001/12,4.0,UQ,0,상장폐지,증권거래소 상장,2002-06-14 17:08,1.0
신화인터텍(주),56700.0,2014/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2015-07-06 16:24,1.0
쌍용건설(주),12650.0,2013/12,4.0,DU,0,상장폐지,자본전액잠식 등,2014-03-31 22:38,0.0
쓰리알(주),37730.0,2003/12,4.0,UQ,0,상장폐지,자본전액잠식(취소사유발생일 : 2004년 4월 6일) ,2004-04-07 19:29,1.0
씨앤씨엔터프라이즈(주),38420.0,2006/12,4.0,QU,0,[정정]상장폐지,2회연속 자본잠식률 50% 이상 및 자기자본 10억원 미만,2007-08-21 11:31,1.0
씨앤씨엔터프라이즈(주),38420.0,2006/12,4.0,QU,0,상장폐지,2회연속 자본잠식률 50% 이상 및 자기자본 10억원 미만,2007-08-16 11:12,1.0
씨제이엔터테인먼트(주),49370.0,2005/12,4.0,UQ,0,상장폐지,피흡수합병,2006-04-19 17:43,1.0
아래스(주),50320.0,2018/12,6.0,DU,0,[정정]상장폐지,2019-10-24,2019-10-24 16:56,1.0
아래스(주),50320.0,2018/12,6.0,DU,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2019-05-29 19:39,1.0
아시아나항공(주),20560.0,2007/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2008-03-26 17:53,1.0
아이스테이션(주),56010.0,2011/12,4.0,DU,0,상장폐지,자본전액잠식 등,2012-03-30 22:41,0.0
아이원스(주),114810.0,2017/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2018-12-18 16:18,1.0
아이이(주),23430.0,2016/12,4.0,QU,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,2017-12-07 18:23,1.0
알루코(주),21570.0,2004/12,4.0,UQ,0,상장폐지,최종부도(상장폐지사유 발생일 : 2005년 09월 27일),2005-09-29 09:29,1.0
알티전자(주),32290.0,2010/03,4.0,UQ,회생절차개시신청,상장폐지,사업보고서 법정제출기한 익일부터 10일 이내 미제출,2011-04-12 09:14,0.0
어울림엘시스(주),33280.0,2011/12,4.0,UQ,0,[정정]상장폐지,2012-08-24,2012-08-29 19:24,1.0
어울림엘시스(주),33280.0,2011/12,4.0,UQ,0,상장폐지,2반기 연속 자본잠식률 50%이상,2012-08-24 20:17,1.0
어울림정보기술(주),38320.0,2011/12,4.0,UQ,0,[정정]상장폐지,2012-08-24,2012-08-28 18:29,1.0
어울림정보기술(주),38320.0,2011/12,4.0,UQ,0,상장폐지,2반기 연속 자본잠식률 50%이상,2012-08-24 20:17,1.0
에버테크노(주),70480.0,2013/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성,2014-07-04 18:04,0.0
에스에스씨피(주),71660.0,2011/12,4.0,UQ,회생절차개시신청,상장폐지,최종부도 발생,2012-09-18 19:13,0.0
에스에스씨피(주),71660.0,2011/12,4.0,UQ,부도발생,상장폐지,최종부도 발생,2012-09-18 19:13,0.0
에스케이브로드밴드(주),33630.0,2014/12,4.0,UQ,0,상장폐지,상장폐지신청('15.,2015-06-26 15:18,1.0
에이스하이텍(주),71930.0,2014/12,4.0,DS,파산신청,상장폐지,감사의견거절(감사범위 제한),2015-06-29 17:49,0.0
에이치엘비(주),28300.0,2012/12,5.0,UQ,회사정리절차종결신청,상장폐지(에이치엘비(주) 1우선주),종류주식 시가총액 미달,2013-12-20 18:45,1.0
엔빅스(주),54170.0,2010/12,4.0,DS,0,상장폐지,감사의견거절(감사범위 제한),2011-04-18 18:30,0.0
엔써커뮤니티(주),37750.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일 : '04.3.29),2004-03-30 19:30,0.0
엔에이치엔(주),35420.0,2007/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2008-11-27 10:40,1.0
엔토리노(주),32590.0,2007/12,4.0,QU,0,상장폐지,자본전액잠식,2008-04-01 12:43,1.0
엘지마이크론(주),16990.0,2008/12,4.0,UQ,0,상장폐지(피흡수합병),피흡수합병,2009-07-13 17:52,1.0
엠넷미디어(주),56200.0,2010/12,4.0,UQ,0,상장폐지,씨제이이앤엠(주)에 피흡수합병,2011-03-21 17:40,1.0
엠바이엔(주),31970.0,2003/12,4.0,DU,0,상장폐지,감사의견거절(취소사유발생일:2004년 3월 22일),2004-03-23 19:07,0.0
엠씨티티코어(주),52210.0,2009/12,4.0,UQ,0,[정정]상장폐지,2010-10-19,2010-11-23 18:29,1.0
엠씨티티코어(주),52210.0,2009/12,4.0,UQ,0,[정정]상장폐지,2010-10-19,2010-10-20 18:33,1.0
엠씨티티코어(주),52210.0,2009/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정",2010-10-19 18:07,1.0
엠텍반도체(주),54440.0,2006/12,4.0,AG,0,상장폐지,자본전액잠식,2007-04-02 09:30,0.0
엠텍비젼(주),74000.0,2012/12,4.0,UQ,회생계획 인가,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2013-01-30 18:49,0.0
엠텍비젼(주),74000.0,2012/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2013-01-30 18:49,0.0
엠텍비젼(주),74000.0,2012/12,4.0,UQ,회생절차개시결정,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2013-01-30 18:49,0.0
엠텍비젼(주),74000.0,2012/12,4.0,UQ,회생절차개시신청,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2013-01-30 18:49,0.0
엠텍비젼(주),74000.0,2013/12,4.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,[정정]상장폐지,최근 5사업연도 연속 영업손실 발생 등,2014-03-17 09:56,0.0
엠텍비젼(주),74000.0,2013/12,4.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,최근 5사업연도 연속 영업손실 발생 등,2014-03-13 20:47,0.0
엠텍비젼(주),74000.0,2013/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],[정정]상장폐지,최근 5사업연도 연속 영업손실 발생 등,2014-03-17 09:56,0.0
엠텍비젼(주),74000.0,2013/12,4.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],상장폐지,최근 5사업연도 연속 영업손실 발생 등,2014-03-13 20:47,0.0
오성첨단소재(주),52420.0,2011/12,5.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,신주인수권증권 상장폐지,코스닥시장상장규정 제44조의2,2012-12-10 17:27,1.0
오성첨단소재(주),52420.0,2013/12,5.0,UQ,[정정]내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2014-03-21 21:15,1.0
오성첨단소재(주),52420.0,2013/12,5.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생[정],신주인수권증권 상장폐지(기초주권의 관리종목지정),코스닥시장 상장규정 제44조의2 및 제47조,2014-03-21 21:15,1.0
오페스(주),53470.0,2009/12,4.0,DS,0,상장폐지,감사범위제한으로 인한 감사의견 거절,2010-04-26 19:16,0.0
우경(주),25920.0,2012/12,4.0,DS,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견거절(감사범위 제한),2013-06-27 19:02,0.0
우수씨엔에스(주),60550.0,2008/12,4.0,DU,0,상장폐지,자본전액잠식,2009-04-01 11:41,0.0
울트라건설(주),4320.0,2014/12,4.0,DU,0,상장폐지,자본전액잠식,2015-03-31 21:44,0.0
웅진코웨이(주),21240.0,2000/12,4.0,UQ,0,상장폐지,증권거래소 상장,2001-08-02 19:05,1.0
유니슨(주),18000.0,2011/12,5.0,UQ,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2012-12-24 16:29,1.0
유씨아이콜스(주),65810.0,2007/12,4.0,DU,0,상장폐지,"자본전액잠식, 2회연속 자본잠식률 50%이상, 2회연속 자기자본 10억원 미만",2008-04-01 11:35,0.0
유진기업(주),23410.0,2011/12,5.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2012-10-29 16:24,1.0
유진종합개발(주),23420.0,2004/12,4.0,UQ,0,상장폐지,피흡수합병,2005-12-30 17:01,1.0
이디디컴퍼니(주),52650.0,2012/12,4.0,QU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,반기 재무제표에 대한 검토의견거절로 관리종목 지정후 자본잠식률 50% 이상,2013-04-01 22:53,0.0
이레전자산업(주),45310.0,2006/12,4.0,UQ,0,상장폐지,자본전액잠식,2007-04-02 09:07,1.0
이수세라믹(주),32180.0,2004/12,4.0,UQ,0,상장폐지,상장폐지신청(2005.04.28),2005-05-13 16:08,1.0
이엘케이(주),94190.0,2019/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,감사의견 거절(감사범위 제한 및 계속기업 존속능력에 대한 불확실성),2020-05-11 19:15,0.0
잘만테크(주),90120.0,2014/12,4.0,DU,회생절차개시신청,상장폐지,감사의견 거절(계속기업 존속능력에 대한 불확실성 및 감사범위 제한),2015-04-28 18:31,0.0
제넥셀세인(주),34660.0,2009/12,4.0,DU,0,상장폐지,감사범위제한으로 인한 감사의견 거절,2010-04-02 19:37,0.0
제이앤유글로벌,86200.0,2015/12,4.0,DS,0,[정정]상장폐지,2016-04-22,2016-04-29 15:35,0.0
제이앤유글로벌,86200.0,2015/12,4.0,DS,0,상장폐지,감사의견거절(감사범위 제한),2016-04-22 18:18,0.0
제이에스(주),37110.0,2009/12,4.0,DS,0,[정정]상장폐지,감사의견거절(감사범위제한),2010-04-27 17:16,0.0
제이에스(주),37110.0,2009/12,4.0,DS,0,상장폐지,감사의견거절(감사범위제한),2010-04-20 17:59,0.0
케이엔에스홀딩스(주),36760.0,2008/12,4.0,DS,0,상장폐지(감사의견거절 등),"감사의견거절(감사범위제한), 법정제출기한까지 사업보고서를 제출하지 아니한 후 법정제출기한의 다음날부터 10일 이내에 사업보고서 미제출  ",2009-04-13 11:45,0.0
케이엠에스(주),38830.0,2008/12,4.0,UQ,0,[정정]상장폐지(상장폐지 결정등 효력정지 가처분신청에 대한 기각 결정),-,2009-07-28 18:54,1.0
케이엠에스(주),38830.0,2008/12,4.0,UQ,0,[정정]상장폐지,2009-07-10,2009-07-13 18:46,1.0
케이엠에스(주),38830.0,2008/12,4.0,UQ,0,상장폐지,"기업의 계속성, 경영의 투명성 또는 기타 코스닥시장의 건전성 등을 종합적으로 고려하여 상장폐지가 필요하다고 인정",2009-07-09 16:34,1.0
케이이엔지(주),77960.0,2008/12,4.0,DU,0,상장폐지,감사의견거절(감사범위제한),2009-04-16 18:04,0.0
코리아이앤디(주),27440.0,2003/12,4.0,DS,0,상장폐지,감사의견거절(취소사유발생일 : 2004년 3월 29일) ,2004-03-30 19:25,0.0
코리언일랙트로닉스파워소스(주),46810.0,2004/12,4.0,UQ,0,상장폐지,경상손실 및 시가총액 50억원 미달 2회 연속(상장폐지사유 발생일 : 2005년 4월 15일),2005-04-18 16:40,1.0
코스맥스(주),44820.0,2005/12,4.0,UQ,0,상장폐지,유가증권시장 상장,2006-11-08 16:09,1.0
코오롱생명과학(주),102940.0,2013/12,6.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2014-07-18 17:57,1.0
코오롱아이넷(주),22520.0,2010/12,4.0,UQ,0,상장폐지(유가증권시장 상장),유가증권시장 상장,2011-07-15 18:15,1.0
태산엘시디(주),36210.0,2013/12,4.0,DU,내부결산시점 관리종목 지정 또는 상장폐지 사유 발생,상장폐지,자본전액잠식등,2014-03-31 22:18,0.0
태산엘시디(주),36210.0,2013/12,4.0,DU,회생절차개시결정,상장폐지,자본전액잠식등,2014-03-31 22:18,0.0
테스텍(주),48510.0,2009/12,4.0,UQ,0,상장폐지,최근 사업연도말 기준으로 자본잠식률 100분의 50 이상 및 자기자본 10억원 미만의 사유로 관리종목으로 지정된 후 최근 반기말 외부감사인의 감사보고서상 계속기업 존속능력에 대한 불확실성으로 인한 의견거절 발생,2010-10-28 18:23,1.0
텔슨전자(주),27350.0,2003/12,4.0,UQ,0,상장폐지,최종부도(취소사유발생일: 2004년 7월 26일),2004-07-27 18:40,1.0
텔슨정보통신(주),18180.0,2003/12,4.0,UQ,0,상장폐지,화의절차 개시신청,2004-09-09 10:46,1.0
텔슨정보통신(주),18180.0,2004/12,4.0,DU,0,상장폐지,감사의견거절(상장폐지사유 발생일 : 2005년 03월 22일),2005-03-23 18:04,0.0
토자이홀딩스(주),37700.0,2010/12,4.0,QU,0,상장폐지,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지 기준에 해당한다고 결정,2011-09-28 18:34,1.0
파나케이아(주),58530.0,2012/12,6.0,UQ,0,신주인수권증권 상장폐지(신주인수권 행사기간 만료),코스닥시장상장규정 제44조의2,2013-03-08 15:20,1.0
퓨쳐비젼(주),42570.0,2007/12,4.0,AG,0,상장폐지,자본전액잠식,2008-04-01 11:22,0.0
